Tipo;Medio General;Medio Específico;Título;Resumen;Fecha Emisión;Valorización;Cm2;Duración;Página;Personajes;Candidatos 2016;Tono;Mes Emisión																				
Web;Expreso;expreso.com.pe;Evaluarán posible violación de neutralidad electoral de Ollanta Humala;Según un informe del coordinador de fiscalización del Jurado Electoral Especial (JEE) Lima Centro 1	 Leonel Concha Montoya	 “habría una posible vulneración al principio de neutralidad electoral” cometida por Ollanta Humala	 presidente constitucional de la República. (...) Al día siguiente	 en la ceremonia de lanzamiento de un proyecto de ampliación de agua potable en Villa María del Triunfo	 asoció a un candidato presidencial con “programas truchos”. “Les ofrecían el ‘agua para todos’ y al final era ‘coima para todos’”	 dijo Humala en alusión al programa inaugurado en el gobierno de Alan García. Aunque ayer (jueves)	 Ollanta Humala volvió a hablar de la corrupción en el gobierno fujimorista (1990- 2000). “Estamos criticando	 como tenemos todo el derecho a criticar	 lo bueno o lo malo que se ha hecho en gestiones anteriores”	 se justificó. También minimizó un informe de la asociación civil Transparencia	 según el cual Qali Warma fue la entidad pública que	 a través del Twitter	 transgredió más veces la prohibición de publicidad estatal en período electoral.;25/12/2015;52;;0;;Ollanta Moisés Humala Tasso;Alan García Pérez;Negativo;2015-12							
"Web;Exitosa;exitosadiario.pe;Diez Canseco: """"""Falta de experiencia podría jugarle mala pasada a Keiko"""""";Entrevista. Raúl Diez Canseco"	 ex vicepresidente. (...) ¿Qué valora más en la candidatura de PPK? A él le sobra experiencia además de ser un hombre honrado. Fue ministro de Belaunde y no creo que tenga problemas por la edad ya que en el mundo la esperanza de vida es de 88 años. ¿Y César Acuña de Alianza para el Progreso? Es una revelación porque es alguien que vino de abajo. Sin embargo	 tiene que convencer y mostrar un buen equipo. Estas elecciones serán diferentes a las del pasado porque hay tres millones de electores nuevos que quieren conocer propuestas.;09/12/2015;71.5;;0;;Raúl Diez Canseco Terry;Alfredo Barnechea García;Positivo;2015-12																		
"Medio Impreso;La República;La República;Frase;""""""No hay ninguna razón para que Keiko Fujimori sea presidenta. Es simpática "	respetable	" pero no hay razón para que lo sea"""""""	Fernando de Szyslo.;24/12/2015;136.38;28.23;0;8;Fernando de Szyszlo Valdelomar;Keiko Fujimori Higuchi;Neutro;2015-12																	
Medio Impreso;La Razón;La Razón;Informe señalará responsabilidad de Toledo;Vicente Zevallos	 el presidente de la Comisión Orellana	 afirmó que la presentación del exmandatario	 Alejandro Toledo	 ante su grupo de trabajo a inicios de noviembre	 generó mayores dudas y por lo tanto no fue nada auspiciosa.;01/12/2015;2672.29;349.34;0;5;Vicente Antonio Zeballos Salinas;Alejandro Toledo Manrique;Negativo;2015-12															
Medio Impreso;Hildebrandt en sus trece;Hildebrandt en sus trece;Conservadurismo de izquierda - David Roca Basadre;Parece que al izquierda 	 por oscuros designios	" terminó en la """"""unidad"""""". Y ya está: Verónika Mendoza es al candidata de la izquierda con el Frente Amplio y "	 a pesar del pataleo de varios	 Marco Arana es parte de la plancha presidencial como candidato a primer vicepresidente. Como ya sabemos	 el probo llamado Únete	 suma de siglas y ganas electorales que aparecen cada cuatro y cinco años	 luego de pasar por las mañas y manías de Yehude y de los señores Alcántara	 debió olvidar orgullos	 bajar el moño y buscar al Frente Amplio. Así que	 por fin	" la """"""unidad"""""". Le falta una última prueba que es la elección para candidatos congresales"	 Si logra superar eso	" podremos decir que la .tesis de que con la """"""unidad"""""" de esa izquierda se logran victorias (o al menos bastantes votos) se pondrá a prueba. (...) La enorme base social de respaldo de esa izquierda fue destruida"	 como todo en el país	 por la conjunción de tres personajes siniestros: Abimael Guzmán	 que atacaba a toda organización social que no podía controlar	 asesinando dirigentes.. Alan García Pérez	 mediante un gobierno desolador que precarizó al extremo a la población	 que así empezó a ser presa fácil del clientelaje.. y Alberto Fujimori	 gran desarticulador de sindicatos y de movimientos sociales de base mediante el asistencialismo más feroz.;18/12/2015;2994.6;651.64;0;19;David Roca Basadre;Yehude Simon Munaro;Neutro;2015-12
Radio;RPP;RPP;Mauricio Mulder: sentencia contra Chinguel no afectará candidatura de García (RPP);Despacho. El congresista Mauricio Mulder negó que la sentencia de 13 años impuesta por el Poder Judicial a Miguel Facundo Chinguel vaya a afectar la candidatura presidencial de Alan García Pérez. Indicó que el hecho de ser aprista	 en referencia al ex presidente de la Comisión de Gracias Presidenciales	 no significa que la postulación de García se vea mellada.;14/12/2015;2255;;205;;Claude Maurice Mulder Bedoya;Alan García Pérez;Positivo;2015-12																		
"Medio Impreso;Exitosa;Exitosa Diario;""""""Candidata ha demostrado incapacidad"""""";El analista político Steven Levitsky cuestionó a la lideresa de Fuerza Popular Keiko Fujimori por el mal manejo de la crisis al interior de su partido por la consolidación de sus candidatos al Congreso.;18/12/2015;1203.63;138.12;0;3;Steven Levitsky;Keiko Fujimori Higuchi;Negativo;2015-12"																				
Medio Impreso;Diario Uno;Diario Uno;La voz clara;Luisa Maria Cuculiza consideró que la carta enviada por el reo exmandatario Alberto Fujimori	 pidiendo que sean candidatos ella	 Martha Chávez y Aguinaga	 más bien los perjudicó	" """"""Alberto Fujimori la hizo a título personal"	 Antezana indica que los narcos tienen candidatos nadie tuvo nada que ver en esta situación y	 bueno en 16 regiones y que en	 	 na misma hay seis candida- pues	 en lugar creo que de ayudarnos	" nos separó más los financiados por la droga. No ha dicho cuántos hay del partido"""""""	 dijo Cuculiza	 y de paso dijo que	 si Keiko en el Callao ganara	 está disponible para integrar el gobierno.;31/12/2015;448.85;47.55;0;2;Luisa María Cuculiza Torre;Keiko Fujimori Higuchi;Positivo;2015-12						
Medio Impreso;Del País;Del País;Los acomodaticios - María Cecilia Villegas;Luego de las ultimas movidas políticas	 apresuradas por el calendario electoral	 surgen varias dudas que urge tratar de responder. ¿Podrá Keiko convencer al sector al que quiere llegar al haber decidido prescindir de quienes representan al Fujimorismo duro y haber convocado a distintos invitados como Vladimiro Huaroc	 Jenny Vilcatoma y Patricia Donayre? . (...) Hace unos años	 el PPC sostuvo que su apoyo al NO a la Revocatoria de Susana Villarán era en defensa de la institucionalidad. Algunos no les creímos. ¿Cuál es la excusa hoy?;28/12/2015;1046.76;286.17;0;4;María Cecilia Villegas;César Acuña Peralta;Negativo;2015-12																
Medio Impreso;La República;La República;Nadine criticó la campaña de Keiko;Nadine Heredia	" dijo que """"""no sabe si el candidato será Fujimori o su hija"""""" y que recuerda cuando el fujimorismo tenía dos cabezas en el poder. Esto ante el pedido del recluido ex dictador de que Keiko no excluya de los candidatos al Congreso a Martha Chávez"	 Luisa Maña Cuculiza	 Luz Salgado y Alejandro Aguinaga.;19/12/2015;352.71;60.91;0;9;Nadine Heredia Alarcón;Keiko Fujimori Higuchi;Negativo;2015-12																	
Web;Expreso;expreso.com.pe;EL DÚO “NANO” GUERRA – JOSÉ LUNA;El siguiente es un análisis político puro y en frío	 como el que hemos hecho respecto de otros candidatos. En este contexto	 entrando a los últimos días del 2015	 el ciudadano vuelve a preguntarse por quién votar	 a quién debería darle su apoyo si Keiko	 PPK	 Alan o Acuña –razonan ellos- representan lo mismo. ¿Dónde está el punto de quiebre generacional con lo ya conocido frente a los viejos rostros y el establishment anquilosado?;27/12/2015;52;305.63;0;;Rafael Romero Vasquez;Keiko Fujimori Higuchi;Neutro;2015-12														
Medio Impreso;La Razón;La Razón;Guevara: Perjudicará candidatura de Alan;El congresista Mesías Guevara (AP-FA) señaló que con la sentencia de Facundo Chinguel la candidatura de Alan Garcia resultará seriamente perjudicada porque con esto se ha podido confirmar que existió una red criminal para favorecer a peligrosos narcotraficantes.;16/12/2015;667.92;81.36;0;3;Mesias Antonio Guevara Amasifuén;Alan García Pérez;Neutro;2015-12																				
Web;Exitosa;exitosadiario.pe;Lourdes Flores da con palo a candidatos presidenciales | Política | Radio Exitosa;La lideresa del Partido Popular Cristiano (PPC)	 Lourdes Flores Nano	 reapareció para dar con palo a los cinco candidatos que lideran las encuestas de intención de voto con miras al 2016: Keiko Fujimori (Fuerza Popular)	 Pedro Pablo Kuczynski (Peruanos por el Kambio)	 César Acuña (Alianza para el Progreso)	 Alan García (Apra) y Alejandro Toledo (Perú Posible). La excongresista reconoció que el tema de la lucha anticorrupción estuvo ausente en el discurso que dio García Pérez en la CADE empresarial.;07/12/2015;71.5;;0;;Lourdes Flores Nano;Alan García Pérez;Neutro;2015-12															
Web;Exitosa;exitosadiario.pe;Lourdes Flores da con palo a candidatos presidenciales | Política | Radio Exitosa;La lideresa del Partido Popular Cristiano (PPC)	 Lourdes Flores Nano	 reapareció para dar con palo a los cinco candidatos que lideran las encuestas de intención de voto con miras al 2016: Keiko Fujimori (Fuerza Popular)	 Pedro Pablo Kuczynski (Peruanos por el Kambio)	 César Acuña (Alianza para el Progreso)	 Alan García (Apra) y Alejandro Toledo (Perú Posible). La excongresista reconoció que el tema de la lucha anticorrupción estuvo ausente en el discurso que dio García Pérez en la CADE empresarial.;07/12/2015;71.5;;0;;Lourdes Flores Nano;Keiko Fujimori Higuchi;Negativo;2015-12															
Medio Impreso;La República;La República;“Hay varios candidatos presidenciales que responden a una lógica fujimorista”;Entrevista a Juan de la Puente Periodista	 abogado. Keiko Fujimori anunció que 18 congresistas actuales no postularán a la reelección. Tres de ellos son Martha Chávez	 Alejandro Aguinaga y Luisa María Cuculiza. ¿Le suma o le resta la decisión? Primero	 hay que decir que se trata de una decisión audaz. Entre la opción de que postulen todos los cuestionados o ninguno	 pensé que salvaría al menos a dos. Bueno	 ha optado por salvar solo a Luz Salgado	 fujimorista de primera hora	 que incluso fue jefa de Foncodes. Ante el desafío planteado por el padre	 Keiko ha reafirmado	 frente al padre	 al fujimorismo y a los electores en general	 que ella es quien decide. Claro	 permite que Salgado y uno de sus críticos internos más importantes	 su hermano Kenji	 vayan a la reelección. ¿No solo Keiko es heredera de su padre?. Es que hay varios otros candidatos que responden a una lógica fujimorista: personalismo y estructuras frágiles. Es la huella de la antipolítica. La antipolítica es el pequeño Fujimori que todos llevamos dentro. Mira cómo se han organizado las candidaturas de Kuczynski	 de Acuña	 del propio Toledo.;30/12/2015;4880.58;1002.8;0;8;Juan Francisco De la Puente Mejía;César Acuña Peralta;Neutro;2015-12				
Medio Impreso;Exitosa;Exitosa Diario;Candidato de cómic;¿En la plancha del nacionalismo quién acompañará al hombre invisible?	 le preguntaron a Daniel Abugattás en el Twitter	 en referencia al precandidato Milton von Hesse. Lejos de refutar el mote que hace burla de la escasa visibilidad del exministro	 el congresista respondió	" """"""Batman y Robin"""""".;02/12/2015;156.99;21.34;0;2;Daniel Abugattás Majluf;Milton von Hesse La Serna;Neutro;2015-12"																
Web;La República;larepublica.pe;La imagen de Acuña - Antonio Zapata;Las encuestas de noviembre han colocado en el centro de la atención electoral a César Acuña. Por ahora es la estrella en ascenso del tinglado electoral. Los pronósticos de los analistas sobre su futuro son opuestos. Algunos medios	 como Hildebrandt por ejemplo	 han vaticinado una segunda vuelta entre Keiko y Acuña. Otros analistas	 Fernando Tuesta entre otros	 han subrayado que su ascenso es muy temprano y que hay tiempo para cortar su camino	 puesto que sus rivales van a desnudar sus numerosas debilidades. Ambas posibilidades parecen tener asidero y antes de sumergirnos en ese dilema queremos preguntarnos por su imagen. ¿Cómo es visto Acuña?;02/12/2015;1014.43;;0;;Antonio Zapata Velasco;César Acuña Peralta;Neutro;2015-12															
Web;La República;larepublica.pe;Keiko baja de la lista al Congreso a Chávez	 Cuculiza y Aguinaga;Culminó la evaluación interna en Fuerza Popular y con ello se conoció la separación de 18 parlamentarios de la lista congresal con miras a la reelección en el 2016	 entre los que figuran Martha Chávez	 Alejandro Aguinaga y Luisa María Cuculiza. La lideresa de FP	 Keiko Fujimori	 informó sobre el apartamiento de la 'vieja guardia' fujimorista –con excepción de Luz Salgado–	 decisión que fue respaldada por el Comité Ejecutivo Nacional de la agrupación política.;30/12/2015;1014.43;;0;;Luis Benavente Gianella;Keiko Fujimori Higuchi;Neutro;2015-12														
"Medio Impreso;La República;La República;Pico a pico;Fuego cruzado: a 4 meses de las elecciones. Ollanta Humala: """"""Alberto Fujimori ha sido un corrupto"	" un ladrón de marca mayor. Las nuevas generaciones de las FFAA deben saber cómo le robaron su presupuesto"""""". Keiko Fujimori: """"""Volvió a la escena el Capitán Carlos"	" un hombre desaforado y sin formas al que nuevamente la complicidad conyugal le hace perder el control"""""". Nadine Heredia: """"""El fujimorismo fue una época nefasta para el país. Lo dicho por el presidente sólo ha recordado la historia. Keiko fue cómplice del fujimontesinismo"""""".;12/12/2015;2813.33;335.76;0;1;Nadine Heredia Alarcón;Keiko Fujimori Higuchi;Negativo;2015-12"																		
Televisión;Canal N;De 6 a 9;Entrevista al publicista político aprista Hugo Otero (Canal N);Entrevista. El publicista político aprista Hugo Otero reflexionó sobre las estrategias de campaña del expresidente Alan García a lo largo de su trayectoria. Asimismo	 destacó la importancia de la alianza firmada entre el Apra y el Partido Popular Cristiano. En otro momento	 consideró que hay una campaña de desprestigio contra el partido de la estrella. Más adelante	 Otero sostuvo que la candidata Keiko Fujimori sí estaría en la segunda vuelta	 al remarcar que ella cuenta con el asesoramiento del exmandatario Alberto Fujimori. Comentó	 además	 sobre las candidaturas de Pedro Pablo Kuczynski	 César Acuña y Verónika Mendoza.;16/12/2015;14084;;1006;;Hugo Otero;Keiko Fujimori Higuchi;Positivo;2015-12													
Televisión;Canal N;De 6 a 9;Entrevista al publicista político aprista Hugo Otero (Canal N);Entrevista. El publicista político aprista Hugo Otero reflexionó sobre las estrategias de campaña del expresidente Alan García a lo largo de su trayectoria. Asimismo	 destacó la importancia de la alianza firmada entre el Apra y el Partido Popular Cristiano. En otro momento	 consideró que hay una campaña de desprestigio contra el partido de la estrella. Más adelante	 Otero sostuvo que la candidata Keiko Fujimori sí estaría en la segunda vuelta	 al remarcar que ella cuenta con el asesoramiento del exmandatario Alberto Fujimori. Comentó	 además	 sobre las candidaturas de Pedro Pablo Kuczynski	 César Acuña y Verónika Mendoza.;16/12/2015;14084;;1006;;Hugo Otero;Pedro Pablo Kuczynski Godard;Neutro;2015-12													
"Medio Impreso;Correo;Correo;Así lo tuitearon;""""""Con la millonada que Acuña te pagará a su oligarca asesor Favre"	" bien pudo atender a miles de casos sociales graves que esperan su atención"""""". Keiko Fujimori. Congresista.;10/12/2015;191.28;20.51;0;4;Kenji Gerardo Fujimori Higuchi;César Acuña Peralta;Negativo;2015-12"																			
Televisión;Latina;90 Matinal;Marco Arana visita Chota (Canal 2);Perú Decide. El candidato a la vicepresidencia por el Frente Amplio	 Marco Arana	 visitó Chota. Arana lanzó críticas en contra de sus opositores.. César Acuña	 Keiko Fujimori	 Daniel Urresti.;31/12/2015;2683.8;;105;;Marco Antonio Arana Zegarra;Daniel Urresti Elera;Negativo;2015-12																
